1.500000000000000000e+00, 7.186119976026328686e+02, 1.546648901897833639e+01, 1.996000000000000085e+01, 5.276367347003369623e+00, 1.881607362341746068e+02, 3.235810980458526842e+01, 6.714628852932946409e-15, 4.221646629115257877e-15, 1.016000000000000014e+01, 1.519486663450537511e+00, 5.819255378387384781e+02, 7.117846712718190361e+01, 1.810298614078220640e-05, 3.637931261240639157e-05
2.250000000000000000e+00, 3.275186787015581444e+02, 6.667865904719724846e+00, 1.980000000000000071e+01, 4.670183809191024160e+00, 1.737014760912394422e+02, 2.246376460576007972e+01, 5.968558980384841340e-15, 6.692545731880914420e-15, 1.132000000000000028e+01, 2.143287160033019223e+00, 4.949804804472012734e+02, 4.174831903122590404e+01, 1.989519660128280710e-15, 1.552291274121183110e-15
3.375000000000000000e+00, 1.461611620399631875e+02, 3.481238452856500576e+00, 1.916000000000000014e+01, 3.503513054069422594e+00, 1.745008743499190018e+02, 2.187578739449883969e+01, 2.273736754432320642e-15, 6.070919382414316455e-15, 1.040000000000000036e+01, 1.805653322709282138e+00, 4.005498452085428767e+02, 3.023025087651233278e+01, 4.334310688136611039e-15, 2.171161964169937287e-15
5.062500000000000000e+00, 6.412021628810765606e+01, 1.623164579175625954e+00, 2.367999999999999972e+01, 5.780110000716526919e+00, 1.400593428388174857e+02, 2.115489034433611693e+01, 1.335820343228988274e-14, 6.445899297231251467e-15, 1.188000000000000078e+01, 2.285606870016280823e+00, 2.369097686047867910e+02, 1.667868418509104345e+01, 2.061425891966877071e-03, 4.142590420223012451e-03
7.593750000000000000e+00, 2.900718810832288952e+01, 6.949883838077260956e-01, 2.880000000000000071e+01, 7.075279873679983567e+00, 9.333495436802837730e+01, 7.459896868296079120e+00, 1.392663762089796339e-14, 7.499962296226767923e-15, 1.662000000000000099e+01, 4.039151342304223569e+00, 1.232591409785520398e+02, 8.892006985700664501e+00, 2.052734978282160210e-03, 4.124163504953965061e-03
1.139062500000000000e+01, 1.280916935684955149e+01, 2.585282800377122214e-01, 5.978260869565217206e+01, 1.278405834628394544e+01, 5.675307030891134019e+01, 4.314469889684744430e+00, 1.590846829913061726e-07, 3.196925668572240407e-07, 3.251020408163265074e+01, 1.028743301968685486e+01, 6.930356072273001189e+01, 1.083662309426492598e+01, 2.674805998440206098e-03, 5.374862440615200791e-03
1.708593750000000000e+01, 5.702076532172178247e+00, 1.042003358188294954e-01, 1.010000000000000000e+02, 2.377790553555807307e+01, 2.741017461255058763e+01, 2.969052555145259564e+00, 4.337877778652910012e-06, 8.717291628334580632e-06, 3.875999999999999801e+01, 1.143511561140223343e+01, 3.003073179167306961e+01, 3.594626554297115195e+00, 3.786284322065966781e-03, 7.607010666197856416e-03
2.562890625000000000e+01, 2.493645904182505646e+00, 4.395887265627188012e-02, nan, nan, 1.453349972570959814e+01, 1.739065480357908644e+00, 1.227817847393453202e-13, 7.409207712450320426e-14, nan, nan, 1.175396068129330551e+01, 1.447759358692664478e+00, 6.554007250385439354e-02, 1.243701289901485291e-01
3.844335937500000000e+01, 1.106883607468915232e+00, 2.183120545312626504e-02, nan, nan, 5.382195043900703801e+00, 6.796728483677222377e-01, 1.081037260145240042e-01, 2.166275468612407218e-01, nan, nan, 5.286014612459500661e+00, 5.588429288636378445e-01, 1.281959973730408854e-03, 2.304805287566855793e-03
5.766503906250000000e+01, 4.953330398867561435e-01, 1.010349699188184056e-02, nan, nan, 2.302017409605218834e+00, 2.570663160038357264e-01, 3.176631015938964797e+00, 5.094493125020394864e+00, nan, nan, 1.937470884553604833e+00, 1.973957200346775076e-01, 1.018174349015880553e+00, 8.177126098144715804e-01
