1.500000000000000000e+00, 7.368426256331572404e+02, 1.412326961715266727e+01, 2.183999999999999986e+01, 3.983045611811417697e+00, 5.195066044530531002e+01, 8.786411615072042380e+00, 1.591615728102624568e-14, 1.263095187716281396e-14, 9.439999999999999503e+00, 1.554660652133194709e+00, 2.527772717593290963e+02, 3.439609107590907655e+01, 5.364597654988756435e-15, 2.808932918702814420e-15
2.250000000000000000e+00, 3.320431005683589092e+02, 7.159006938106734275e+00, 2.100000000000000000e+01, 4.407249068888464016e+00, 5.617403898951818775e+01, 8.486162610887969748e+00, 6.110667527536861504e-15, 8.440212623218061290e-15, 1.003999999999999915e+01, 1.838186973444823291e+00, 2.208269426711756296e+02, 2.869028643084598684e+01, 3.199900992001403168e-07, 6.430439192831128165e-07
3.375000000000000000e+00, 1.437054581912137508e+02, 3.030571039447440551e+00, 2.451999999999999957e+01, 5.442835794870602761e+00, 4.673037178261706970e+01, 6.054905254855570185e+00, 8.810729923425242242e-15, 9.922607884870327156e-15, 1.480000000000000071e+01, 4.333704902570767459e+00, 1.828199877496835200e+02, 2.431314396852435067e+01, 7.247535904753022022e-15, 5.833946832304231786e-15
5.062500000000000000e+00, 6.360488802528218599e+01, 1.235711669975652738e+00, 2.212244897959183731e+01, 4.186961534043033950e+00, 5.223054567165505091e+01, 7.974287822505680801e+00, 2.958336133472670368e-02, 5.944999029120243139e-02, 1.180000000000000071e+01, 2.996675914225165105e+00, 1.604242116008931873e+02, 1.949576623762770211e+01, 2.753355698802693093e-03, 4.593894328869450178e-03
7.593750000000000000e+00, 2.911112805049512531e+01, 6.194071357866489658e-01, 2.716326530612244738e+01, 5.538515987701170928e+00, 3.999969760486067116e+01, 4.123577039037225944e+00, 1.453389691619122544e-06, 2.920695896536607002e-06, 1.256000000000000050e+01, 2.926075840513994386e+00, 9.993266933735441171e+01, 8.650748583128143210e+00, 1.793647946456644550e-04, 3.490452258850674084e-04
1.139062500000000000e+01, 1.267360182577544059e+01, 2.583969260448176763e-01, 4.556410256410256210e+01, 9.657475792524078173e+00, 3.295015808766643772e+01, 3.589837976156877275e+00, 5.803074959982268237e-03, 1.164493022639015614e-02, 2.704444444444444429e+01, 6.052869592893991957e+00, 6.128999393130174411e+01, 5.971846770129336512e+00, 1.556276743031048682e-06, 3.127455149519276466e-06
1.708593750000000000e+01, 5.587912205462802540e+00, 1.089791216116485911e-01, 4.122222222222222143e+01, 1.663672635861820126e+01, 2.052259452741484935e+01, 2.083147741401611963e+00, 1.704227396686678608e-01, 3.146534925602729182e-01, 3.747619047619047450e+01, 1.199817094087546998e+01, 3.177670085331520156e+01, 3.947915684879915510e+00, 1.576595696860749889e-05, 2.020809752152085784e-05
2.562890625000000000e+01, 2.478893207807497223e+00, 5.005340743599009240e-02, nan, nan, 1.183951000179769864e+01, 1.191009874469723062e+00, 5.002220859751105334e-14, 8.977616813593117763e-14, 7.900000000000000000e+01, nan, 1.283292042898162144e+01, 1.352689463992190255e+00, 7.355013283813605193e-05, 1.138885389736228306e-04
3.844335937500000000e+01, 1.118771999504011294e+00, 2.203822354838790368e-02, nan, nan, 6.116099387904122331e+00, 6.489753787244949557e-01, 2.412373738479800671e-05, 3.487517945015308855e-05, nan, nan, 5.762207864029083915e+00, 8.335411640243718390e-01, 1.244729514844220841e-01, 1.691152748419588459e-01
5.766503906250000000e+01, 4.948520189714013529e-01, 8.895937970580249446e-03, nan, nan, 2.830345333160044774e+00, 3.978416779606900322e-01, 3.863576686742453692e-01, 5.955983778507372151e-01, nan, nan, 2.341836966235984363e+00, 2.911179382959663831e-01, 2.243296487720272125e+00, 1.711217307908864838e+00
