1.500000000000000000e+00, 7.182929731195498562e+02, 1.176548660327087603e+01, 1.810204081632653228e+01, 4.294215377371646269e+00, 4.543324607131776105e+01, 5.173489983285972649e+00, 1.411731157527023174e-15, 1.155364302935552507e-15, 1.159999999999999964e+01, 2.239240975573689507e+00, 2.607994653657371487e+02, 4.045725568198864863e+01, 6.432806231226537883e-16, 3.884224671774830523e-16
2.250000000000000000e+00, 3.267884453705676719e+02, 6.661047135438635358e+00, 2.055999999999999872e+01, 4.876396472558826467e+00, 6.525093032625166245e+01, 1.573771130942067487e+01, 4.417291357136118694e-04, 8.876879314801895985e-04, 1.148000000000000043e+01, 1.906225651001192345e+00, 2.349297404195723402e+02, 3.263855045106493691e+01, 8.877750780137571399e-06, 1.782940638541160433e-05
3.375000000000000000e+00, 1.479982610227528426e+02, 3.349680302169700141e+00, 1.936734693877551194e+01, 3.970812699887594555e+00, 4.554288867362459570e+01, 6.228142040872143070e+00, 3.251228200410540281e-16, 2.989653082400903799e-16, 1.167999999999999972e+01, 2.410423740308533791e+00, 2.034290222860884683e+02, 2.480172165658303740e+01, 7.143747342133535479e-06, 1.435271923682327085e-05
5.062500000000000000e+00, 6.415916406773934000e+01, 1.519361836751824457e+00, 2.671428571428571530e+01, 6.043291671364183770e+00, 4.391814753235071578e+01, 5.590816560095827725e+00, 2.173666554591149078e-16, 1.872936809562042473e-16, 1.259999999999999964e+01, 2.132925904515903248e+00, 1.596931013773367454e+02, 1.936448321592311572e+01, 1.204525173777050437e-16, 7.458218017101823831e-17
7.593750000000000000e+00, 2.862629677307499776e+01, 6.172201814228018835e-01, 2.841666666666666785e+01, 6.701118489264050737e+00, 4.572218425616302540e+01, 6.698479461822898884e+00, 4.044904544161003765e-17, 9.972716365410131132e-17, 1.351999999999999957e+01, 2.088601261181167956e+00, 1.029312549695125227e+02, 1.012763664955751253e+01, 1.357156197482510717e-08, 2.727307469688089820e-08
1.139062500000000000e+01, 1.247457747042403930e+01, 2.574250659256313578e-01, 4.277142857142857224e+01, 1.083179601767559319e+01, 3.210448022796438750e+01, 3.580818479872441618e+00, 4.108492653020240929e-05, 8.256325086577817195e-05, 3.277777777777777857e+01, 7.271841570513130293e+00, 5.090133731406459106e+01, 4.157728766325696768e+00, 1.589326938000022395e-08, 2.145348453734880031e-08
1.708593750000000000e+01, 5.608412892642011371e+00, 1.070193337792016836e-01, 5.854545454545454675e+01, 2.318153083146209781e+01, 2.383166149845179405e+01, 2.537713608294411394e+00, 1.077688742275878525e-05, 2.165415826393376068e-05, 4.552631578947368496e+01, 1.243998394910136973e+01, 2.695879319174038358e+01, 2.865219177405468720e+00, 8.103358973858156272e-09, 1.459954773599821349e-08
2.562890625000000000e+01, 2.462043907924684305e+00, 4.997841879179264896e-02, nan, nan, 1.154188542599161416e+01, 1.163608147430543083e+00, 2.715707395622810009e-08, 4.417913628087951187e-08, nan, nan, 1.369540110910160280e+01, 1.621426361166494301e+00, 5.969516514282301764e-05, 8.714464931609936004e-05
3.844335937500000000e+01, 1.122414300215455185e+00, 2.380657339050635743e-02, nan, nan, 5.973058505779594185e+00, 5.897625674480521107e-01, 1.143358125271452854e-08, 2.297664169265872026e-08, nan, nan, 6.174139315159428598e+00, 7.688093811950212908e-01, 3.192714959956466131e-04, 4.143893124097532653e-04
5.766503906250000000e+01, 5.012814580994445768e-01, 1.016897032779155025e-02, nan, nan, 2.942841539076002100e+00, 3.913709951770817930e-01, 3.755499532734018039e-05, 4.387605454909479242e-05, nan, nan, 2.187766608794345036e+00, 2.536221003020442399e-01, 7.294648272559658584e-05, 6.581032266109527920e-05
